"foaf_depicts","dcterms_identifier","dcterms_created","dcterms_modified","label","dcterms_description","ac_tag","geo_lat","geo_long","ac_accessURI","exif_PixelXDimension","exif_PixelYDimension","geo_alt"
"000200",4821311213,"2010-06-30T15:43:43","2017-04-04T08:11:00-05:00","dsc0081jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4101/4821311213_a931a9ec3a_",2048,1371,
"000200",4821928660,"2010-06-30T15:43:45","2017-04-04T08:11:00-05:00","dsc0082jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4099/4821928660_0919ffb931_",2048,1371,
"000200",4821311749,"2010-06-30T15:44:12","2017-04-04T08:11:00-05:00","dsc0083jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4096/4821311749_53b659d808_",2048,1371,
"000200",4821929062,"2010-06-30T15:44:15","2017-04-04T08:11:00-05:00","dsc0084jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4123/4821929062_c0e1536e7a_",2048,1371,
"000200",4821312081,"2010-06-30T15:44:17","2017-04-04T08:11:00-05:00","dsc0085jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4100/4821312081_76ce9501ee_",2048,1371,
"000200",4821312375,"2010-06-30T15:44:20","2017-04-04T08:11:00-05:00","dsc0086jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4114/4821312375_89ca48beb6_",2048,1371,
"000200",4821312517,"2010-06-30T15:44:27","2017-04-04T08:11:00-05:00","dsc0087jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4077/4821312517_13375cf9bf_",1371,2048,
"000200",4821312917,"2010-06-30T15:44:42","2017-04-04T08:11:00-05:00","dsc0088jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4141/4821312917_106d98d5e3_",2048,1371,
"000200",4821313077,"2010-06-30T15:44:44","2017-04-04T08:11:00-05:00","dsc0089jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4078/4821313077_108f90ce1b_",2048,1371,
"000200",4821930310,"2010-06-30T15:44:48","2017-04-04T08:11:00-05:00","dsc0090jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4102/4821930310_1d30337344_",1371,2048,
"000200",4821313427,"2010-06-30T15:44:53","2017-04-04T08:11:00-05:00","dsc0091jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4078/4821313427_72c3c72132_",2048,1371,
"000200",4821930648,"2010-06-30T15:45:00","2017-04-04T08:11:00-05:00","dsc0092jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4093/4821930648_797135ab88_",2048,1371,
"000200",4821930824,"2010-06-30T15:45:06","2017-04-04T08:11:00-05:00","dsc0093jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4143/4821930824_b62fd14660_",2048,1371,
"000200",4821314091,"2010-06-30T15:45:25","2017-04-04T08:11:00-05:00","dsc0094jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4101/4821314091_2fbe9bbcae_",2048,1371,
"000200",4821314277,"2010-06-30T15:45:30","2017-04-04T08:11:00-05:00","dsc0095jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4076/4821314277_271941e2ca_",2048,1371,
"000200",4821314553,"2010-06-30T15:45:36","2017-04-04T08:11:00-05:00","dsc0096jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4075/4821314553_f343fd400d_",2048,1371,
"000200",4821931752,"2010-06-30T15:46:01","2017-04-04T08:11:00-05:00","dsc0097jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4117/4821931752_143ca61a27_",2048,1371,
"000200",4821314929,"2010-06-30T15:46:20","2017-04-04T08:11:00-05:00","dsc0098jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4123/4821314929_bb06552abb_",2048,1371,
"000200",4821315161,"2010-06-30T15:46:27","2017-04-04T08:11:00-05:00","dsc0099jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4075/4821315161_22591174c9_",2048,1371,
"000200",4821315317,"2010-06-30T15:50:25","2017-04-04T08:11:00-05:00","dsc0100jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4073/4821315317_89d65c738d_",2048,1371,
"000200",4821315455,"2010-06-30T15:50:27","2017-04-04T08:11:00-05:00","dsc0101jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4135/4821315455_ceee3c0725_",2048,1371,
"000200",4821315893,"2010-06-30T15:53:33","2017-04-04T08:11:00-05:00","dsc0102jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4119/4821315893_bda6b3a889_",2048,1371,
"000200",4821933154,"2010-06-30T15:53:41","2017-04-04T08:11:00-05:00","dsc0103jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4074/4821933154_1420508ff0_",2048,1371,
"000200",4821933592,"2010-06-30T15:53:56","2017-04-04T08:11:00-05:00","dsc0104jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4140/4821933592_1f94fce572_",2048,1371,
"000200",4821933886,"2010-06-30T15:54:01","2017-04-04T08:11:00-05:00","dsc0105jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4081/4821933886_be0b3e3c6e_",2048,1371,
"000200",4821317139,"2010-06-30T15:54:07","2017-04-04T08:11:00-05:00","dsc0106jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4100/4821317139_343d657637_",2048,1371,
"000200",4821927316,"2010-06-30T15:01:28","2017-04-04T08:11:00-05:00","p1010740jpg","Shengtiansi   大殿 Main Hall","geotagged shanxi qinshui geo:tool=houdahgeo geo:lat=3576527 geo:lon=11237373 shengtiansi langbicundonglangcun zhengzhouzhen",35.76527,112.37373,"farm5.staticflickr.com/4094/4821927316_6d9089c661_",640,480,
"000239",4821880168,"2010-06-28T13:29:10","2017-04-04T08:11:00-05:00","dsc0401jpg","Shizhang_Yuhuangmiao  正殿  Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4075/4821880168_f6a9a2aef6_",2048,1371,
"000239",4821880808,"2010-06-28T13:29:22","2017-04-04T08:11:00-05:00","dsc0403jpg","Shizhang_Yuhuangmiao  left of 正殿  Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4081/4821880808_2344192951_",2048,1371,
"000239",4821263377,"2010-06-28T13:30:24","2017-04-04T08:11:00-05:00","dsc0404jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4140/4821263377_b40c6121f4_",2048,1371,
"000239",4821881266,"2010-06-28T13:30:32","2017-04-04T08:11:00-05:00","dsc0405jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4099/4821881266_ac02341a9c_",2048,1371,
"000239",4821263997,"2010-06-28T13:30:42","2017-04-04T08:11:00-05:00","dsc0406jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4120/4821263997_1f83f61e94_",2048,1371,
"000239",4821882056,"2010-06-28T13:30:45","2017-04-04T08:11:00-05:00","dsc0407jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4100/4821882056_0dfaf5824f_",2048,1371,
"000239",4821264593,"2010-06-28T13:30:50","2017-04-04T08:11:00-05:00","dsc0408jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4099/4821264593_1d4aef344b_",2048,1371,
"000239",4821882490,"2010-06-28T13:30:56","2017-04-04T08:11:00-05:00","dsc0409jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4076/4821882490_9e05e11e1a_",2048,1371,
"000239",4821882798,"2010-06-28T13:31:03","2017-04-04T08:11:00-05:00","dsc0410jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4123/4821882798_0f55001ba4_",2048,1371,
"000239",4821265427,"2010-06-28T13:31:10","2017-04-04T08:11:00-05:00","dsc0411jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4141/4821265427_01540a7caa_",2048,1371,
"000239",4821265581,"2010-06-28T13:31:18","2017-04-04T08:11:00-05:00","dsc0412jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4136/4821265581_57b55018bc_",2048,1371,
"000239",4821883474,"2010-06-28T13:31:27","2017-04-04T08:11:00-05:00","dsc0413jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4141/4821883474_d4e4e356fe_",1371,2048,
"000239",4821883738,"2010-06-28T13:33:15","2017-04-04T08:11:00-05:00","dsc0414jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4114/4821883738_876023d46a_",2048,1371,
"000239",4821266327,"2010-06-28T13:33:18","2017-04-04T08:11:00-05:00","dsc0415jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4101/4821266327_eb2944c2c4_",2048,1371,
"000239",4821884262,"2010-06-28T13:33:28","2017-04-04T08:11:00-05:00","dsc0416jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4118/4821884262_546112b7e4_",2048,1371,
"000239",4821266757,"2010-06-28T13:33:36","2017-04-04T08:11:00-05:00","dsc0417jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4073/4821266757_42037215de_",2048,1371,
"000239",4821267009,"2010-06-28T13:33:43","2017-04-04T08:11:00-05:00","dsc0418jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4139/4821267009_c61a6c1b43_",2048,1371,
"000239",4821884992,"2010-06-28T13:34:00","2017-04-04T08:11:00-05:00","dsc0419jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4100/4821884992_7f0ee72de5_",2048,1371,
"000239",4821885290,"2010-06-28T13:34:05","2017-04-04T08:11:00-05:00","dsc0420jpg","Shizhang_Yuhuangmiao  正殿  Main Hall interior","geotagged geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen lingchuan shanxi",35.7257,113.33805,"farm5.staticflickr.com/4097/4821885290_cdf32ae768_",2048,1371,
"000239",4821267921,"2010-06-28T13:34:25","2017-04-04T08:11:00-05:00","dsc0421jpg","Shizhang_Yuhuangmiao  正殿  Main Hall porch","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4098/4821267921_db1963201a_",2048,1371,
"000239",4821886118,"2010-06-28T13:34:35","2017-04-04T08:11:00-05:00","dsc0422jpg","Shizhang_Yuhuangmiao  正殿  Main Hall exterior tablet","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4078/4821886118_f0be7cd54f_",2048,1371,
"000239",4821886370,"2010-06-28T13:34:42","2017-04-04T08:11:00-05:00","dsc0423jpg","Shizhang_Yuhuangmiao  正殿  Main Hall porch ceiling","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4079/4821886370_440bd11518_",2048,1371,
"000239",4821269027,"2010-06-28T13:34:51","2017-04-04T08:11:00-05:00","dsc0424jpg","Shizhang_Yuhuangmiao  正殿  Main Hall porch ceiling","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4080/4821269027_a2f84f9053_",2048,1371,
"000239",4821886822,"2010-06-28T13:35:05","2017-04-04T08:11:00-05:00","dsc0425jpg","Shizhang_Yuhuangmiao  正殿  Main Hall  porch ceiling","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4101/4821886822_1ecb882008_",2048,1371,
"000239",4821269445,"2010-06-28T13:35:14","2017-04-04T08:11:00-05:00","dsc0426jpg","Shizhang_Yuhuangmiao  正殿  Main Hall  porch ceiling","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4095/4821269445_34ae38de39_",2048,1371,
"000239",4821269707,"2010-06-28T13:35:27","2017-04-04T08:11:00-05:00","dsc0427jpg","Shizhang_Yuhuangmiao  正殿  Main Hall  porch","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4140/4821269707_36775c95e1_",1371,2048,
"000239",4821887540,"2010-06-28T13:35:31","2017-04-04T08:11:00-05:00","dsc0428jpg","Shizhang_Yuhuangmiao  正殿  Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4081/4821887540_2575a1c147_",1371,2048,
"000239",4821270167,"2010-06-28T13:35:42","2017-04-04T08:11:00-05:00","dsc0429jpg","Shizhang_Yuhuangmiao   Left/West Ear Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4141/4821270167_02d4f4b540_",2048,1371,
"000239",4821270331,"2010-06-28T13:35:47","2017-04-04T08:11:00-05:00","dsc0430jpg","Shizhang_Yuhuangmiao   Left/West Ear Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4139/4821270331_23fc0e59d3_",2048,1371,
"000239",4821270585,"2010-06-28T13:36:06","2017-04-04T08:11:00-05:00","dsc0431jpg","Shizhang_Yuhuangmiao   正殿 Main Hall   West side","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4076/4821270585_981e6d8800_",2048,1371,
"000239",4821888430,"2010-06-28T13:36:17","2017-04-04T08:11:00-05:00","dsc0432jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4079/4821888430_7ec0bf4517_",2048,1371,
"000239",4821888680,"2010-06-28T13:36:36","2017-04-04T08:11:00-05:00","dsc0433jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4119/4821888680_2235f7fc8b_",2048,1371,
"000239",4821888942,"2010-06-28T13:36:55","2017-04-04T08:11:00-05:00","dsc0434jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4082/4821888942_07fe038b56_",2048,1371,
"000239",4821889200,"2010-06-28T13:36:56","2017-04-04T08:11:00-05:00","dsc0435jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4082/4821889200_a34a86bd05_",2048,1371,
"000239",4821271691,"2010-06-28T13:37:07","2017-04-04T08:11:00-05:00","dsc0436jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4114/4821271691_b3f742a1d7_",2048,1371,
"000239",4821889622,"2010-06-28T13:37:19","2017-04-04T08:11:00-05:00","dsc0437jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4143/4821889622_d58e278cf3_",2048,1371,
"000239",4821272253,"2010-06-28T13:39:45","2017-04-04T08:11:00-05:00","dsc0438jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4142/4821272253_b56825ebe9_",2048,1371,
"000239",4821272479,"2010-06-28T13:39:48","2017-04-04T08:11:00-05:00","dsc0439jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4121/4821272479_59f8438e27_",2048,1371,
"000239",4821272761,"2010-06-28T13:40:19","2017-04-04T08:11:00-05:00","dsc0440jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4142/4821272761_02dc2c3ecc_",2048,1371,
"000239",4821890758,"2010-06-28T13:40:38","2017-04-04T08:11:00-05:00","dsc0441jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4100/4821890758_6810a2f633_",2048,1371,
"000239",4821891010,"2010-06-28T13:40:42","2017-04-04T08:11:00-05:00","dsc0442jpg","Shizhang_Yuhuangmiao   正殿 Main Hall  and Right/East ear hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4117/4821891010_d4201511ee_",2048,1371,
"000239",4821273585,"2010-06-28T13:40:44","2017-04-04T08:11:00-05:00","dsc0443jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4138/4821273585_bec1b54941_",2048,1371,
"000239",4821891616,"2010-06-28T13:40:49","2017-04-04T08:11:00-05:00","dsc0444jpg","Shizhang_Yuhuangmiao   Right/East ear hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4117/4821891616_d7edc69525_",1371,2048,
"000239",4821891974,"2010-06-28T13:41:03","2017-04-04T08:11:00-05:00","dsc0445jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4121/4821891974_e79858c572_",2048,1371,
"000239",4821274503,"2010-06-28T13:41:04","2017-04-04T08:11:00-05:00","dsc0446jpg","Shizhang_Yuhuangmiao   正殿 Main Hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4073/4821274503_7c3ca5804d_",2048,1371,
"000239",4821892680,"2010-06-28T13:41:16","2017-04-04T08:11:00-05:00","dsc0447jpg","Shizhang_Yuhuangmiao   Right/East ear hall","geotagged shanxi lingchuan geo:tool=houdahgeo geo:lat=3572570 geo:lon=11333805 shizhangyuhuangmiao shizhangcun luchengzhen",35.7257,113.33805,"farm5.staticflickr.com/4097/4821892680_80c545f27d_",1371,2048,
