"MEDIUM","FABRIC","TECHNIQUE","FORM","SUB-FORM","START_DATE","END_DATE","PAINTER","POTTER","SUBJECT_ADDITIONAL","LOCATION_COUNTRY","LOCATION_CITY","COLLECTION_NAME","COLLECTION_ID","PROVENIENCE","modified","local_unique_identifier","TRENDALL_ID","scene_type_a_cv","IMAGE_SERIES","SCENE_TYPE_A","MUSICAL_SCENE_TYPE_A","CAT_DESCRIPTION_A","SIDE_A_DETAILS","SIDE_A_INSTRUMENTS_AND_NUMBERS","SIDE_A_PERFORMERS","SIDE_A_PERFORMER_LOCATION","SIDE_A_PERFORMER_ACTION","SIDE_A_NUMBER_OF_FIGURES","SIDE_A_COMPOSITION","SCENE_TYPE_B","MUSICAL_SCENE_TYPE_B","CAT_DESCRIPTION_B","SIDE_B_DETAILS","SIDE_B_INSTRUMENTS_AND_NUMBERS","SIDE_B_PERFORMERS","SIDE_B_PERFORMER_LOCATION","SIDE_B_PERFORMER_ACTION","SIDE_B_NUMBER_OF_FIGURES","SIDE_B_COMPOSITION","IMAGE_IDS","NOTES","PUBLICATION","CATEGORY_1","CATEGORY_2","RVAp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Brusuglio","Private Collection",16,,"2017-02-20T22:30:00-06:00","04-10a","04.10a","processionDionysiac ",6352,"PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","A young satyr, frontal, moves R carrying a kalathos behind him and a torch in front, then a youth, frontal with drapery over arms, holding a thyrsos and tympanon, facing L and moving R, stones on the ground","A young satyr, frontal, moves R carrying a kalathos behind him and a torch in front, then a youth, frontal with drapery over arms, holding a thyrsos and tympanon, facing L and moving R, stones on the ground","1_(TYM)","M(TYM)","C(TYM)","WALKING(TYM)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a hand to L, stele in centre","Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a hand to L, stele in centre",,,,,"2_M","SINGLE","IMAG6352.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"London","Market (Charles Ede)",8998,,"2017-02-20T22:30:00-06:00","04-110a","04.110a",,6469,"DINING (DIONYSIAC)","DINING (DIONYSIAC)(TYM)","Woman facing R with tambourine raised in L hand and kalathos in R, reclining torso-nude youth with wreath extending phiale to L","Woman facing R with tambourine raised in L hand and kalathos in R, reclining torso-nude youth with wreath extending phiale to L","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, both with sticks","Two mantle figures facing one another, both with sticks",,,,,"2_M","SINGLE","IMAG6469.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"St. Germain-en-Laye","Market","15.01.89",,"2017-02-20T22:30:00-06:00","04-110e","04.110e",,6470,"DINING (DIONYSIAC)","DINING (DIONYSIAC)(TYM)","Woman facing R with tambourine raised in L hand and oinochoe in R, reclining torso-nude youth with wreath extending kantharos to L and holding thyrsos","Woman facing R with tambourine raised in L hand and oinochoe in R, reclining torso-nude youth with wreath extending kantharos to L and holding thyrsos","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures","Two mantle figures",,,,,"2_M","SINGLE","IMAG6470.jpg",,,"DIO",,"RVAp Supplement II.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"San Antonio","Museum of Art","82-177G(17) D401",,"2017-02-20T22:30:00-06:00","04-112a","04.112a",,"6472-73","SINGLE_FIGURE","SINGLE_FIGURE(TYM)","A woman with long dress, hair in semi-wrap, and jewelry moves to R holding tambourine in L hand","A woman with long dress, hair in semi-wrap, and jewelry moves to R holding tambourine in L hand","1_(TYM)","F(TYM)","C(TYM)","WALKING(TYM)","1_F","SINGLE","SINGLE_FIGURE",,"A bearded satyr with ivy-crown moves L, looks R, carries phiale in R hand and stretches wreath back in L","A bearded satyr with ivy-crown moves L, looks R, carries phiale in R hand and stretches wreath back in L",,,,,"1_S","SINGLE","IMAG6472.jpg, IMAG6473.jpg",,,"SGL",,"RVAp Supplement II.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Freiburg","Market (Puehze)",,,"2017-02-20T22:30:00-06:00","04-119a","04.119a",,6494,"PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Woman facing R, with bracelets, beating tambourine held up in L hand following a young satyr with wreath in hair moving R, carrying torch and kalathos, looking down/L","Woman facing R, with bracelets, beating tambourine held up in L hand following a young satyr with wreath in hair moving R, carrying torch and kalathos, looking down/L","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another with sticks to L, jumping weights above and centre","Two mantle figures facing one another with sticks to L, jumping weights above and centre",,,,,"2_M","SINGLE","IMAG6494.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Once Agrigento","Private Collection (Giudice)",622,,"2017-02-20T22:30:00-06:00","04-120a","04.120a",,6498,"PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","A young satyr moves L carrying a kalathos and torch and looking R at a woman moving L with billowing fabric and beating a raised tambourine","A young satyr moves L carrying a kalathos and torch and looking R at a woman moving L with billowing fabric and beating a raised tambourine","1_(TYM)","F(TYM)","R(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","NO PHOTO",,"???","???",,,,,,,"IMAG6498.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"London","Wellcome Collection","A122633",,"2017-02-20T22:30:00-06:00","04-125a","04.125a",,"6502-03","PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Woman facing R with long dress and holding tambourine up behind her in R hand following a young satyr with drapery over L arm holding thyrsos, moving R and looking L","Woman facing R with long dress and holding tambourine up behind her in R hand following a young satyr with drapery over L arm holding thyrsos, moving R and looking L","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another with sticks to L, jumping weights above and centre","Two mantle figures facing one another with sticks to L, jumping weights above and centre",,,,,"2_M","SINGLE","IMAG6502.jpg, IMAG6503.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Volute","0380","0365","Subgroup of Ruvo 820 of the Long Overfalls Group",,,,"Bari","Market",,,"2017-02-20T22:30:00-06:00","04-140a","04.140a",,"6514-17","ATTENDANT",,"A nude youth faces R with wreath, stick, and drapery over arms, a Nike with wings spread extends a wreath down and left to the youth while holding a kalathos in the L hand, a cista below, another two youths ﾖ L nude and standing, R torso-nude and seated ﾖ pass a phiale from R to L","A nude youth faces R with wreath, stick, and drapery over arms, a Nike with wings spread extends a wreath down and left to the youth while holding a kalathos in the L hand, a cista below, another two youths ﾖ L nude and standing, R torso-nude and seated ﾖ pass a phiale from R to L",,,,,"3_M,1_N","SINGLE","ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(AU), ATTENDANT (DIONYSIAC)(AU)","A woman, fully dressed and with hair pulled up in a semi-wrap, moves R, an eros with a cross-body strap flies R and places a branch-wreath on the head of a white-haired, bearded silen who steps up to present one of two aulos pipes to a seated, nude youth holding the other pipe and a stick with a pomegranate (?) on it, underneath a window to a temple-like superstructure, then a woman, seated R with fan, looks L while below a bearded silen kneels down to present a nicely-decorated skyphos (?) to a bearded and wreathed statue of a Herm with an erect phallus","A woman, fully dressed and with hair pulled up in a semi-wrap, moves R, an eros with a cross-body strap flies R and places a branch-wreath on the head of a white-haired, bearded silen who steps up to present one of two aulos pipes to a seated, nude youth holding the other pipe and a stick with a pomegranate (?) on it, underneath a window to a temple-like superstructure, then a woman, seated R with fan, looks L while below a bearded silen kneels down to present a nicely-decorated skyphos (?) to a bearded and wreathed statue of a Herm with an erect phallus","2_(AU)","S(AU),M(AU)","C(AU),C(AU)","LEANING(AU),SEATED(AU)","2_F,1_M,1_E,2_S","SINGLE","IMAG6514.jpg, IMAG6515.jpg, IMAG6516.jpg, IMAG6517.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Subgroup of Ruvo 820 of the Long Overfalls Group",,,,"France","Market","N95IC",,"2017-02-20T22:30:00-06:00","04-143a","04.143a",,6524,"DINING (DIONYSIAC)","DINING (DIONYSIAC)(TYM), DINING (DIONYSIAC)(TYM)","Nude female with cross-body strap and hair in partial wrap with tambourine held behind her and [something, an oinochoe?] held in front moving R, tambourine with ribbons floating above centre, reclining, torso-nude male with wreath holding narthex and extending kantharos (?) to L, then a bearded silen facing L, wreathed, and placing hand on shoulder of nude youth","Nude female with cross-body strap and hair in partial wrap with tambourine held behind her and [something, an oinochoe?] held in front moving R, tambourine with ribbons floating above centre, reclining, torso-nude male with wreath holding narthex and extending kantharos (?) to L, then a bearded silen facing L, wreathed, and placing hand on shoulder of nude youth","2_(TYM)","F(TYM),N/A(TYM)","C(TYM),L(TYM)","STANDING(TYM),N/A(TYM)","1_F,1_M,1_S","SINGLE","MANTLE FIGURES",,"Three mantle figures, L 2 facing R, L with strigil, centre without attribute, R with stick","Three mantle figures, L 2 facing R, L with strigil, centre without attribute, R with stick",,,,,"3_M","SINGLE","IMAG6524.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Bendis Painter",,,,"Basel","Market (M�nzen und Medaillen)",,,"2017-02-20T22:30:00-06:00","04-176a","04.176a",,"6558-62","ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","A woman in long dress faces R and holds up a tambourine with her L hand, in front of a seated nude youth with band in hair and thyrsos and theatrical mask","A woman in long dress faces R and holds up a tambourine with her L hand, in front of a seated nude youth with band in hair and thyrsos and theatrical mask","1_(TYM)","F(TYM)","C(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures with sticks facing one another","Two mantle figures with sticks facing one another",,,,,"2_M","SINGLE","IMAG6558.jpg, IMAG6559.jpg, IMAG6560.jpg, IMAG6561.jpg, IMAG6562.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Dioskouroi Painter",,,,"London","Market (Sotheby's)","12.12.88 33941-2",,"2017-02-20T22:30:00-06:00","04-188a1","04.188a1",,"6580-82","PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Woman facing R with long dress and animal skin corset-esque thing with crown-like wreath moving R and holding upraised tambourine in L hand, stele, a young satyr with wreath in hair moving R, looking L, with torch in R hand and plate with offerings and two springs in L","Woman facing R with long dress and animal skin corset-esque thing with crown-like wreath moving R and holding upraised tambourine in L hand, stele, a young satyr with wreath in hair moving R, looking L, with torch in R hand and plate with offerings and two springs in L","1_(TYM)","F(TYM)","C(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, both with sticks, jumping weights above centre","Two mantle figures facing one another, both with sticks, jumping weights above centre",,,,,"2_M","SINGLE","IMAG6580.jpg, IMAG6581.jpg, IMAG6582.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Seraing","Private Collection (F. L'Hoir)",230,,"2017-02-20T22:30:00-06:00","04-19a","04.19a",,6362,"STANDING (DIONYSIAC)","STANDING (DIONYSIAC)(TYM)","Young satyr with fillet in hair, frontal, facing R with torch in L hand and white oinochoe behind in R, youth, frontal, with drapery over arms and elaborate fillet/hair looking L, holding thyrsos in L hand and rhyton against body in R, woman, with elaborate corset over long dress and crown, stepping onto a rock to the R, looking L, with banner in R hand and upraised tambourine in L, boukranion between centre and R figures","Young satyr with fillet in hair, frontal, facing R with torch in L hand and white oinochoe behind in R, youth, frontal, with drapery over arms and elaborate fillet/hair looking L, holding thyrsos in L hand and rhyton against body in R, woman, with elaborate corset over long dress and crown, stepping onto a rock to the R, looking L, with banner in R hand and upraised tambourine in L, boukranion between centre and R figures","1_(TYM)","F(TYM)","R(TYM)","STANDING(TYM)","1_F,1_M,1_S","SINGLE","MANTLE FIGURES",,"Three mantle figures, L with stick behind, jumping weights and cross between heads, centre extending R arm to L","Three mantle figures, L with stick behind, jumping weights and cross between heads, centre extending R arm to L",,,,,"3_M","SINGLE","IMAG6362.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","York Group",,,,"New York","Market (Royal Athena Galleries)","HNH 24",,"2017-02-20T22:30:00-06:00","04-210b","04.210b",,"6610-13","ATTENDANT, MYTHOLOGICAL (?)","ATTENDANT(AU), ATTENDANT(CHYL), MYTHOLOGICAL (?)(AU), MYTHOLOGICAL (?)CHYL","A bearded satyr faces R and holds a wineskin or pipe bag in his lowered R hand and a set of auloi in his L (Marsyas?), a tree (laurel?) grows behind the knee of a youth with long hair, nude, seated facing L, holding chelys lyre by arm (shell-side shown) over some small stones and a palmette-like weed (Apollo?), a woman with short chiton, boots, hair entirely wrapped, jewelry, and two spears (Artemis) extends R arm with wreath over central nude figure's head","A bearded satyr faces R and holds a wineskin or pipe bag in his lowered R hand and a set of auloi in his L (Marsyas?), a tree (laurel?) grows behind the knee of a youth with long hair, nude, seated facing L, holding chelys lyre by arm (shell-side shown) over some small stones and a palmette-like weed (Apollo?), a woman with short chiton, boots, hair entirely wrapped, jewelry, and two spears (Artemis) extends R arm with wreath over central nude figure's head","1_(AU),1_(CHYL)","S(AU),M(CHYL)","L(AU),C(CHYL)","STANDING(AU),SEATED(CHYL)","1_F,1_M,1_S","SINGLE","MANTLE FIGURES",,"Three mantle figures with jumping weights between heads, central figure facing R and with stick, R figure with phi-wreath (?)","Three mantle figures with jumping weights between heads, central figure facing R and with stick, R figure with phi-wreath (?)",,,,,"3_M","SINGLE","IMAG6610.jpg, IMAG6611.jpg, IMAG6612.jpg, IMAG6613.jpg",,,"MTH",,"RVAp Supplement II.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0360","Eumenides Painter",,,,"Monopoli","Villa Meo-Evoli","L 48 (725/cat. 5)",,"2017-02-20T22:30:00-06:00","04-233a","04.233a",,6648,"PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Young satyr with wreath in hair, frontal and moving R, with raised tambourine in his L hand, tendril, woman with rich drapery and hair pulled up looking L, moving R, holding a mirror (?) in her L hand","Young satyr with wreath in hair, frontal and moving R, with raised tambourine in his L hand, tendril, woman with rich drapery and hair pulled up looking L, moving R, holding a mirror (?) in her L hand","1_(TYM)","S(TYM)","C(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, tendrils behind, R figure with stick, jumping weights in centre above","Two mantle figures facing one another, tendrils behind, R figure with stick, jumping weights in centre above",,,,,"2_M","SINGLE","IMAG6648.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0375","0365","related to the McDaniel Painter",,,,"Basel","Private Collection (H.A. Cahn)",1334,,"2017-02-20T22:30:00-06:00","04-254a","04.254a",,"6673-74","DANCING","DANCING(TYM)","Fragment: next to a calyx krater with a bf youth holding a spear, a woman with swirling drapery dances L, looks R, and beats a tambourine; an Ionic column stands to the R","Fragment: next to a calyx krater with a bf youth holding a spear, a woman with swirling drapery dances L, looks R, and beats a tambourine; an Ionic column stands to the R","1_(TYM)","F(TYM)","C(TYM)","DANCING(TYM)","1_F","SINGLE",,,,,,,,,,,"IMAG6673.jpg, IMAG6674.jpg",,,"DIO",,"RVAp Supplement II.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0360","0350","Iris Painter",,,,"San Diego","Private Collection",,,"2017-02-20T22:30:00-06:00","04-262a","04.262a",,6808,"PROCESSION (? DIONYSIAC)","PROCESSION (? DIONYSIAC)(TYM)","Woman moving L and looking R with tambourine in upraised L hand, young satyr moving R and looking/gesturing L (taking tambourine?) with thyrsos in L hand","Woman moving L and looking R with tambourine in upraised L hand, young satyr moving R and looking/gesturing L (taking tambourine?) with thyrsos in L hand","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with stick","Two mantle figures face one another, L with stick",,,,,"2_M","SINGLE","IMAG6808.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Bari","Private Collection (Prof. Rizzon)",,"Monte Sannace","2017-02-20T22:30:00-06:00","04-44a","04.44a",,6379,"PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Woman moving R with tympanon upraised in L hand, young man (satyr?), frontal, moving R and looking L, with drapery over arms and kalathos in R hand","Woman moving R with tympanon upraised in L hand, young man (satyr?), frontal, moving R and looking L, with drapery over arms and kalathos in R hand","1_(TYM)","F(TYM)","M(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, with jumping weights on wall behind and tendril in the middle ground","Two mantle figures face one another, with jumping weights on wall behind and tendril in the middle ground",,,,,"2_M","SINGLE","IMAG6379.jpg",,,"DIO",,"RVAp Supplement I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Oberlahr","Private Collection (H. Buschulte)",,,"2017-02-20T22:30:00-06:00","04-44b","04.44b",,6380,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","An Ionic column and roof enclose side A, which has a woman moving R beating a tambourine, towards a seated young male figure with thyrsos and a kantharos (?) extended to the L in his R hand, and a youth with kalathos behind","An Ionic column and roof enclose side A, which has a woman moving R beating a tambourine, towards a seated young male figure with thyrsos and a kantharos (?) extended to the L in his R hand, and a youth with kalathos behind","1_(TYM)","F(TYM)","M(TYM)","STANDING(TYM)","1_F,2_M","SINGLE","MANTLE FIGURES",,"Three mantle figures, jumping weights and a cross between heads","Three mantle figures, jumping weights and a cross between heads",,,,,"3_M","SINGLE","IMAG6380.jpg",,,"DIO",,"RVAp Supplement II.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
